DocNo,sentence,tag
D3,mainly,O
D3,useful,O
D3,for,O
D3,blocking,B-feature
D3,ident,B-feature
D3,113/tcp,I-feature
D3,probes,B-technique
D3,which,O
D3,frequently,O
D3,occur,O
D3,when,O
D3,sending,O
D3,mail,O
D3,to,O
D3,broken,B-feature
D3,mail,B-system
D3,hosts,I-system
D3,which,O
D3,wont,O
D3,accept,O
D3,your,O
D3,mail,O
D3,otherwise,O
,,
D3,Forging,B-attack
D3,RST,B-data
D3,packets,I-data
D3,by,O
D3,firewalls,B-tool
D3,and,O
D3,IDS,B-tool
D3,or,O
D3,IPS,B-tool
D3,is,O
D3,not,O
D3,particularly,O
D3,common,O
D3,outside,O
D3,of,O
D3,port,B-feature
D3,113,I-feature
,,
D3,It,O
D3,can,O
D3,be,O
D3,confusing,O
D3,to,O
D3,legitimate,B-feature
D3,network,B-securityTeam
D3,operators,I-securityTeam
D3,and,O
D3,allows,O
D3,scanners,B-tool
D3,to,O
D3,immediately,O
D3,move,O
D3,on,O
D3,to,O
D3,the,O
D3,next,O
D3,port,B-feature
D3,without,O
D3,waiting,O
D3,on,O
D3,the,O
D3,timeout,B-feature
D3,caused,O
D3,by,O
D3,dropped,B-data
D3,packets,I-data
,,
D3,Such,O
D3,forgery,B-attack
D3,can,O
D3,usually,O
D3,be,O
D3,detected,B-technique
D3,by,O
D3,careful,O
D3,analysis,B-technique
D3,of,O
D3,the,O
D3,RST,B-data
D3,packet,I-data
D3,compared,O
D3,to,O
D3,other,O
D3,packets,B-data
D3,sent,O
D3,by,O
D3,the,O
D3,machine,B-system
,,
D3,you,O
D3,can,O
D3,purposely,O
D3,alter,O
D3,some,O
D3,iptables,B-app
D3,rules,B-function
D3,and,O
D3,observe,O
D3,the,O
D3,difference,O
D3,and,O
D3,how,O
D3,the,O
D3,changes,O
D3,can,O
D3,impact,O
D3,your,O
D3,inferences,O
D3,about,O
D3,the,O
D3,firewall,B-tool
D3,setup,B-system
,,
D3,One,O
D3,way,O
D3,to,O
D3,detect,B-technique
D3,certain,O
D3,IDSs,B-tool
D3,is,O
D3,to,O
D3,watch,O
D3,for,O
D3,unexplained,O
D3,gaps,O
D3,or,O
D3,suspicious,B-vulnerability
D3,machines,B-system
D3,in,O
D3,traceroutes,B-tool
,,
D3,While,O
D3,most,O
D3,operating,B-system
D3,systems,I-system
D3,include,O
D3,a,O
D3,traceroute,B-tool
D3,command,B-function
D3,Nmap,B-tool
D3,offers,O
D3,a,O
D3,faster,O
D3,and,O
D3,more,O
D3,effective,O
D3,alternative,O
D3,with,O
D3,the,O
D3,traceroute,B-tool
D3,option,O
,,
D3,This,O
D3,approach,O
D3,may,O
D3,only,O
D3,detect,B-technique
D3,inline,B-feature
D3,IDSs,B-tool
D3,instead,O
D3,of,O
D3,those,O
D3,that,O
D3,passively,B-feature
D3,sniff,B-technique
D3,the,O
D3,network,B-system
D3,without,O
D3,being,O
D3,part,O
D3,of,O
D3,the,O
D3,route,B-function
,,
D3,Additionally,O
D3,inspect,B-technique
D3,iptables,B-app
D3,rules,B-function
D3,and,O
D3,output,O
D3,from,O
D3,Nmap,B-tool
D3,and,O
D3,ping,B-function
D3,and,O
D3,explain,O
D3,why,O
D3,the,O
D3,above-issued,O
D3,commands,B-function
D3,cannot,O
D3,return,O
D3,the,O
D3,path,O
D3,information,B-data
,,
D3,The,O
D3,following,O
D3,techniques,O
D3,are,O
D3,used,O
D3,to,O
D3,avoid,O
D3,being,O
D3,detected,B-technique
D3,by,O
D3,the,O
D3,IDS,B-tool
D3,snort,B-tool
,,
D3,Your,O
D3,snort,B-tool
D3,can,O
D3,detect,B-technique
D3,many,O
D3,scanning,B-technique
D3,activities,O
D3,based,O
D3,on,O
D3,the,O
D3,given,O
D3,snort,B-function
D3,rules,I-function
,,
D3,how,O
D3,to,O
D3,configure,B-function
D3,your,O
D3,scanning,B-technique
D3,parameters,B-feature
D3,in,O
D3,the,O
D3,following,O
D3,given,O
D3,strategies,O
,,
D3,from,O
D3,slow,B-feature
D3,down,I-feature
D3,to,O
D3,DNS,B-system
D3,proxying,I-system
D3,which,O
D3,ones,O
D3,you,O
D3,can,O
D3,deploy,B-function
D3,in,O
D3,our,O
D3,testing,B-system
D3,environment,I-system
,,
D3,You,O
D3,need,O
D3,to,O
D3,check,O
D3,the,O
D3,rules,B-function
D3,specified,O
D3,in,O
D3,the,O
D3,given,O
D3,snort,B-tool
D3,local,O
D3,rules,B-function
,,
D3,Based,O
D3,on,O
D3,the,O
D3,following,O
D3,given,O
D3,Nmap,B-tool
D3,scanning,B-technique
D3,methods,O
D3,design,O
D3,new,O
D3,Nmap,B-tool
D3,scanning,B-technique
D3,commands,B-function
D3,to,O
D3,avoided,O
D3,being,O
D3,detected,B-technique
D3,by,O
D3,snort,B-function
D3,rules,I-function
,,
D3,Nmap,B-tool
D3,offers,O
D3,several,O
D3,timing,B-feature
D3,modes,I-feature
D3,that,O
D3,can,O
D3,be,O
D3,selected,O
D3,with,O
D3,the,O
D3,T,O
D3,option,O
D3,to,O
D3,accomplish,O
D3,this,O
,,
D3,For,O
D3,example,O
D3,the,O
D3,T,O
D3,paranoid,B-feature
D3,option,I-feature
D3,causes,O
D3,Nmap,B-tool
D3,to,O
D3,send,O
D3,just,O
D3,one,O
D3,probe,B-technique
D3,at,O
D3,a,O
D3,time,O
D3,waiting,O
D3,five,O
D3,minutes,O
D3,between,O
D3,them,O
,,
D3,A,O
D3,large,O
D3,scan,B-technique
D3,may,O
D3,take,O
D3,weeks,O
D3,but,O
D3,at,O
D3,least,O
D3,it,O
D3,probably,O
D3,will,O
D3,not,O
D3,be,O
D3,detected,B-technique
,,
D3,The,O
D3,T,O
D3,sneaky,B-feature
D3,option,I-feature
D3,is,O
D3,similar,O
D3,but,O
D3,it,O
D3,only,O
D3,waits,O
D3,15,O
D3,seconds,O
D3,between,O
D3,probes,B-technique
,,
D3,Scatter,O
D3,probes,B-technique
D3,across,O
D3,networks,B-system
D3,rather,O
D3,than,O
D3,scanning,B-technique
D3,hosts,B-system
D3,consecutively,O
,,
D3,IP,B-feature
D3,fragments,I-feature
D3,can,O
D3,be,O
D3,a,O
D3,major,O
D3,problem,O
D3,for,O
D3,intrusion,B-tool
D3,detection,I-tool
D3,systems,I-tool
,,
D3,particularly,O
D3,because,O
D3,the,O
D3,handling,O
D3,of,O
D3,oddities,O
D3,such,O
D3,as,O
D3,overlapping,B-feature
D3,fragments,I-feature
D3,and,O
D3,fragmentation,B-feature
D3,assembly,I-feature
D3,timeouts,I-feature
D3,are,O
D3,ambiguous,O
D3,and,O
D3,differ,O
D3,substantially,O
D3,between,O
D3,platforms,B-system
,,
D3,Thus,O
D3,the,O
D3,IDS,B-tool
D3,often,O
D3,has,O
D3,to,O
D3,guess,O
D3,at,O
D3,how,O
D3,the,O
D3,remote,B-system
D3,system,I-system
D3,will,O
D3,interpret,O
D3,a,O
D3,packet,B-data
,,
D3,An,O
D3,Nmap,B-tool
D3,scan,B-technique
D3,will,O
D3,use,O
D3,tiny,B-feature
D3,IP,I-feature
D3,fragments,I-feature
,,
D3,By,O
D3,default,O
D3,Nmap,B-tool
D3,will,O
D3,include,O
D3,up,O
D3,to,O
D3,eight,O
D3,bytes,B-data
D3,of,O
D3,data,B-data
D3,in,O
D3,each,O
D3,fragment,B-feature
D3,so,O
D3,a,O
D3,typical,O
D3,20,O
D3,or,O
D3,24,O
D3,byte,B-data
D3,depending,O
D3,on,O
D3,options,O
D3,TCP,B-data
D3,packet,I-data
D3,is,O
D3,sent,O
D3,in,O
D3,three,O
D3,tiny,B-feature
D3,fragments,I-feature
,,
D3,Every,O
D3,instance,O
D3,of,O
D3,F,O
D3,adds,O
D3,eight,O
D3,to,O
D3,the,O
D3,maximum,O
D3,fragment,B-feature
D3,data,B-feature
D3,size,I-feature
,,
D3,Fragmentation,B-technique
D3,is,O
D3,only,O
D3,supported,O
D3,for,O
D3,Nmap�s,B-tool
D3,raw,B-data
D3,packet,I-data
D3,features,O
D3,including,O
D3,TCP,B-feature
D3,and,O
D3,UDP,B-feature
D3,port,B-technique
D3,scans,I-technique
D3,except,O
D3,connect,B-technique
D3,scan,I-technique
D3,and,O
D3,FTP,B-technique
D3,bounce,I-technique
D3,scan,I-technique
D3,and,O
D3,OS,B-technique
D3,detection,I-technique
,,
D3,Features,B-feature
D3,such,O
D3,as,O
D3,version,B-technique
D3,detection,I-technique
D3,and,O
D3,the,O
D3,Nmap,B-tool
D3,Scripting,I-tool
D3,Engine,I-tool
D3,generally,O
D3,don�t,O
D3,support,O
D3,fragmentation,B-technique
,,
D3,because,O
D3,they,O
D3,rely,O
D3,on,O
D3,your,O
D3,host�s,B-system
D3,TCP,B-feature
D3,stack,I-feature
D3,to,O
D3,communicate,O
D3,with,O
D3,target,B-app
D3,services,I-app
,,
D3,Decoys,B-technique
D3,are,O
D3,added,O
D3,with,O
D3,the,O
D3,D,O
D3,option,O
,,
D3,The,O
D3,argument,O
D3,is,O
D3,a,O
D3,list,O
D3,of,O
D3,hosts,B-system
D3,separated,O
D3,by,O
D3,commas,O
,,
D3,The,O
D3,string,O
D3,ME,O
D3,can,O
D3,be,O
D3,used,O
D3,as,O
D3,one,O
D3,of,O
D3,the,O
D3,decoys,B-technique
D3,to,O
D3,represent,O
D3,where,O
D3,the,O
D3,TRUE,O
D3,source,B-system
D3,host,I-system
D3,should,O
D3,appear,O
D3,in,O
D3,the,O
D3,scan,B-technique
D3,order,O
,,
D3,source,B-system
D3,IP,B-feature
D3,and,O
D3,Nmap,B-tool
D3,will,O
D3,launch,O
D3,the,O
D3,requested,O
D3,port,B-technique
D3,scan,I-technique
D3,from,O
D3,that,O
D3,given,O
D3,source,B-system
,,
D3,No,O
D3,useful,O
D3,Nmap,B-tool
D3,results,O
D3,will,O
D3,be,O
D3,available,O
D3,since,O
D3,the,O
D3,target,B-system
D3,will,O
D3,respond,O
D3,to,O
D3,the,O
D3,spoofed,B-vulnerability
D3,IP,B-feature
D3,and,O
D3,Nmap,B-tool
D3,will,O
D3,not,O
D3,see,O
D3,those,O
D3,responses,B-feature
,,
D3,IDS,B-tool
D3,alarms,B-function
D3,at,O
D3,the,O
D3,target,B-system
D3,will,O
D3,blame,O
D3,the,O
D3,spoofed,B-vulnerability
D3,source,O
D3,for,O
D3,the,O
D3,scan,B-technique
,,
D3,This,O
D3,can,O
D3,be,O
D3,useful,O
D3,for,O
D3,framing,O
D3,innocent,O
D3,parties,O
D3,casting,O
D3,doubt,O
D3,in,O
D3,the,O
D3,administrator�s,B-securityTeam
D3,mind,O
D3,about,O
D3,his,O
D3,IDS,B-tool
D3,accuracy,B-feature
,,
D3,The,O
D3,idle,B-technique
D3,scan,I-technique
D3,is,O
D3,a,O
D3,clever,O
D3,technique,O
D3,that,O
D3,allows,O
D3,for,O
D3,spoofing,B-vulnerability
D3,the,O
D3,source,B-system
D3,IP,B-feature
D3,address,I-feature
D3,as,O
D3,discussed,O
D3,in,O
D3,the,O
D3,previous,O
D3,section,O
D3,while,O
D3,still,O
D3,obtaining,O
D3,accurate,O
D3,TCP,B-technique
D3,port,I-technique
D3,scan,I-technique
D3,results,O
,,
D3,This,O
D3,is,O
D3,done,O
D3,by,O
D3,abusing,O
D3,the,O
D3,properties,O
D3,of,O
D3,the,O
D3,IP,B-feature
D3,identification,I-feature
D3,field,I-feature
D3,as,O
D3,implemented,O
D3,by,O
D3,many,O
D3,systems,B-system
,,
D3,However,O
D3,most,O
D3,Linux,B-system
D3,systems,I-system
D3,are,O
D3,immune,O
D3,to,O
D3,idle,B-attack
D3,scan,I-attack
D3,attacks,I-attack
,,
D3,Nmap,B-tool
D3,performs,O
D3,reverse-DNS,B-function
D3,resolution,I-function
D3,by,O
D3,default,O
D3,against,O
D3,every,O
D3,responsive,B-feature
D3,host,B-system
,,
D3,These,O
D3,DNS,B-function
D3,lookup,I-function
D3,probes,B-technique
D3,could,O
D3,be,O
D3,detected,B-technique
D3,Even,O
D3,something,O
D3,as,O
D3,unintrusive,B-feature
D3,as,O
D3,a,O
D3,list,B-technique
D3,scan,I-technique
D3,it,O
D3,could,O
D3,be,O
D3,detected,B-technique
D3,this,O
D3,way,O
,,
D3,The,O
D3,probes,B-technique
D3,will,O
D3,come,O
D3,from,O
D3,the,O
D3,DNS,B-system
D3,server,I-system
D3,configured,B-function
D3,for,O
D3,the,O
D3,machine,B-system
D3,running,O
D3,Nmap,B-tool
,,
D3,The,O
D3,most,O
D3,effective,O
D3,way,O
D3,to,O
D3,eliminate,O
D3,this,O
D3,risk,B-feature
D3,is,O
D3,to,O
D3,specify,O
D3,n,O
D3,to,O
D3,disable,O
D3,all,O
D3,reverse,B-function
D3,DNS,I-function
D3,resolution,I-function
,,
D3,You,O
D3,can,O
D3,specify,O
D3,one,O
D3,or,O
D3,more,O
D3,of,O
D3,those,O
D3,name,B-system
D3,servers,I-system
D3,to,O
D3,the,O
D3,dns,B-system
D3,servers,I-system
D3,option,O
D3,of,O
D3,Nmap,B-tool
D3,and,O
D3,all,O
D3,DNS,B-function
D3,queries,I-function
D3,will,O
D3,be,O
D3,proxied,B-system
D3,through,O
D3,them,O
,,
D3,The,O
D3,scanning,B-technique
D3,results,O
D3,derived,O
D3,from,O
D3,task,O
D3,1,O
D3,to,O
D3,task,O
D3,3,O
D3,allows,O
D3,you,O
D3,to,O
D3,identify,O
D3,potential,O
D3,vulnerabilities,B-vulnerability
D3,to,O
D3,explore,B-technique
,,
D4,you,O
D4,need,O
D4,to,O
D4,use,O
D4,Metasploit,B-tool
D4,Framework,I-tool
D4,msf,I-tool
D4,to,O
D4,deploy,B-function
D4,at,O
D4,least,O
D4,two,O
D4,successful,O
D4,attacks,B-attack
,,
D4,such,O
D4,as,O
D4,stop,O
D4,the,O
D4,service,B-app
D4,gain,O
D4,access,B-feature
D4,to,O
D4,the,O
D4,command,B-tool
D4,shell,I-tool
D4,modify,O
D4,data,B-data
D4,or,O
D4,service,B-app
D4,parameters,B-feature
D4,steal,B-technique
D4,critical,B-feature
D4,data,B-data
D4,modify,O
D4,system,B-feature
D4,configuration,I-feature
D4,setup,B-system
,,
D4,you,O
D4,will,O
D4,run,O
D4,the,O
D4,Metasploit,B-tool
D4,Framework,I-tool
D4,MSF,I-tool
D4,command-line,B-tool
D4,CLI,I-tool
D4,for,O
D4,penetration,B-technique
D4,testing,I-technique
,,
D4,You,O
D4,will,O
D4,learn,O
D4,how,O
D4,to,O
D4,use,O
D4,Metasploit,B-tool
D4,to,O
D4,discover,B-technique
D4,and,O
D4,identify,B-technique
D4,system,B-vulnerability
D4,vulnerabilities,I-vulnerability
D4,ie,O
D4,running,O
D4,Metasploitable,B-system
D4,2,I-system
,,
D4,Use,O
D4,Metasploit,B-tool
D4,Framework,I-tool
D4,to,O
D4,send,O
D4,vulnerability,B-vulnerability
D4,exploitation,B-data
D4,packets,I-data
D4,for,O
D4,vulnerability,B-technique
D4,discovery,I-technique
,,
D4,Use,O
D4,Metasploit,B-tool
D4,Framework,I-tool
D4,to,O
D4,compromise,O
D4,a,O
D4,vulnerable,B-vulnerability
D4,system,B-system
D4,ie,O
D4,Metasploitable2,B-system
,,
D4,The,O
D4,Metasploit,B-tool
D4,Project,O
D4,is,O
D4,a,O
D4,computer,B-technique
D4,security,I-technique
D4,project,O
D4,that,O
D4,provides,O
D4,information,B-data
D4,about,O
D4,security,B-vulnerability
D4,vulnerabilities,I-vulnerability
D4,and,O
D4,aids,O
D4,in,O
D4,penetration,B-technique
D4,testing,I-technique
D4,and,O
D4,IDS,B-technique
D4,signature,I-technique
D4,development,I-technique
,,
D4,Boston,O
D4,Massachusetts-based,O
D4,security,B-technique
D4,company,O
D4,Rapid7,B-app
D4,owns,O
D4,it,O
,,
D4,Its,O
D4,best-known,O
D4,sub-project,O
D4,is,O
D4,the,O
D4,open-source,B-feature
D4,Metasploit,B-tool
D4,Framework,I-tool
D4,a,O
D4,tool,B-tool
D4,for,O
D4,developing,O
D4,and,O
D4,executing,O
D4,exploit,B-function
D4,code,I-function
D4,against,O
D4,a,O
D4,remote,B-system
D4,target,I-system
D4,machine,I-system
,,
D4,The,O
D4,Metasploit,B-tool
D4,Project,O
D4,includes,O
D4,anti-forensic,B-technique
D4,and,O
D4,evasion,B-technique
D4,tools,B-tool
D4,some,O
D4,of,O
D4,which,O
D4,are,O
D4,built,O
D4,into,O
D4,the,O
D4,Metasploit,B-tool
D4,Framework,I-tool
,,
D4,Metasploit,B-tool
D4,is,O
D4,pre-installed,O
D4,in,O
D4,the,O
D4,Kali,B-system
D4,Linux,I-system
D4,operating,I-system
D4,system,I-system
,,
D4,In,O
D4,this,O
D4,lab,O
D4,we,O
D4,use,O
D4,the,O
D4,command-line,B-tool
D4,only,O
D4,version,B-feature
D4,msfconsole,B-tool
D4,which,O
D4,runs,O
D4,on,O
D4,Ubuntu,B-system
D4,Linux,I-system
,,
D4,The,O
D4,Metasploit,B-tool
D4,framework,I-tool
D4,consists,O
D4,of,O
D4,the,O
D4,core,O
D4,and,O
D4,base,O
D4,many,O
D4,exploits,B-function
D4,payloads,B-data
D4,modules,B-function
D4,Ruby,B-tool
D4,classes,B-function
D4,plugin�s,B-tool
D4,scripts,B-function
D4,and,O
D4,multiple,O
D4,user,B-app
D4,interfaces,I-app
,,
D4,The,O
D4,Metasploit,B-tool
D4,framework,I-tool
D4,also,O
D4,contains,O
D4,some,O
D4,great,O
D4,information-,B-data
D4,gathering,O
D4,tools,B-tool
D4,called,O
D4,auxiliary,B-tool
D4,modules,I-tool
,,
D4,Auxiliary,B-tool
D4,modules,I-tool
D4,can,O
D4,be,O
D4,used,O
D4,for,O
D4,port,B-technique
D4,scanning,I-technique
D4,service,B-technique
D4,identification,I-technique
D4,password,B-technique
D4,sniffing,I-technique
D4,and,O
D4,Windows,B-technique
D4,patch,I-technique
D4,enumeration,I-technique
,,
D4,Metasploit,B-tool
D4,is,O
D4,highly,O
D4,customizable,O
D4,for,O
D4,advanced,B-user
D4,users,I-user
D4,and,O
D4,can,O
D4,be,O
D4,customized,O
D4,the,O
D4,meet,O
D4,your,O
D4,custom,O
D4,needs,O
D4,by,O
D4,writing,O
D4,your,O
D4,own,O
D4,exploits,B-function
D4,modules,B-tool
D4,plugins,B-tool
D4,and,O
D4,scripts,B-function
,,
D4,If,O
D4,Metasploit,B-tool
D4,does,O
D4,not,O
D4,provide,O
D4,the,O
D4,information,B-data
D4,gathering,O
D4,module,B-tool
D4,you,O
D4,need,O
D4,by,O
D4,default,B-function
D4,you,O
D4,can,O
D4,simply,O
D4,write,O
D4,it,O
D4,yourself,O
,,
D4,The,O
D4,msfconsole,B-tool
D4,is,O
D4,the,O
D4,user,B-app
D4,interface,I-app
D4,known,O
D4,to,O
D4,be,O
D4,the,O
D4,most,O
D4,stable,O
D4,interface,B-app
D4,and,O
D4,you,O
D4,can,O
D4,use,O
D4,it,O
D4,to,O
D4,execute,O
D4,external,B-function
D4,commands,I-function
D4,like,O
D4,the,O
D4,ping,B-function
D4,command,I-function
D4,and,O
D4,the,O
D4,tab,B-function
D4,auto-completion,I-function
,,
D4,A,O
D4,graphical,B-app
D4,user,I-app
D4,interface,I-app
D4,is,O
D4,available,O
D4,for,O
D4,Metasploit,B-tool
D4,called,O
D4,Armitage,B-app
D4,which,O
D4,is,O
D4,not,O
D4,covered,O
D4,in,O
D4,this,O
D4,lab,O
,,
D4,If,O
D4,you,O
D4,are,O
D4,on,O
D4,Kali,B-system
D4,Linux,I-system
D4,rolling,B-feature
D4,edition,I-feature
D4,you,O
D4,can,O
D4,start,O
D4,the,O
D4,Metasploit,B-tool
D4,framework,I-tool
D4,and,O
D4,msfconsole,B-tool
D4,by,O
D4,clicking,O
D4,the,O
D4,Metasploit,B-tool
D4,icon,O
D4,in,O
D4,the,O
D4,dock,B-app
,,
D4,This,O
D4,will,O
D4,start,O
D4,the,O
D4,PostgreSQL,B-app
D4,service,I-app
D4,and,O
D4,Metasploit,B-app
D4,service,I-app
D4,automatically,O
,,
D4,You,O
D4,can,O
D4,run,O
D4,the,O
D4,following,O
D4,command,B-function
D4,to,O
D4,check,O
D4,if,O
D4,Metasploit,B-tool
D4,is,O
D4,installed,B-function
D4,in,O
D4,your,O
D4,system,B-system
,,
D4,If,O
D4,Metasploit,B-tool
D4,is,O
D4,not,O
D4,installed,B-function
D4,you,O
D4,can,O
D4,follow,O
D4,the,O
D4,procedure,O
D4,below,O
D4,to,O
D4,install,B-function
D4,Metasploit,B-tool
,,
D4,The,O
D4,use,B-function
D4,command,I-function
D4,in,O
D4,Metasploit,B-tool
D4,is,O
D4,used,O
D4,to,O
D4,activate,O
D4,a,O
D4,particular,O
D4,module,B-function
D4,and,O
D4,changes,O
D4,the,O
D4,context,O
D4,of,O
D4,the,O
D4,msfconsole,B-tool
D4,to,O
D4,that,O
D4,particular,O
D4,module,B-function
,,
D4,The,O
D4,exploit,B-function
D4,name,O
D4,will,O
D4,be,O
D4,mentioned,O
D4,in,O
D4,red,O
D4,on,O
D4,the,O
D4,command,B-tool
D4,line,I-tool
,,
D4,In,O
D4,this,O
D4,example,O
D4,you,O
D4,have,O
D4,changed,O
D4,the,O
D4,command,B-tool
D4,line�s,I-tool
D4,context,O
D4,to,O
D4,the,O
D4,exploit,B-function
D4,called,O
D4,realvnc_client,B-vulnerability
,,
D4,Then,O
D4,you,O
D4,retrieve,O
D4,information,B-data
D4,about,O
D4,this,O
D4,exploit,B-technique
D4,set,O
D4,the,O
D4,required,O
D4,exploit,B-function
D4,parameters,I-function
D4,and,O
D4,run,O
D4,it,O
D4,against,O
D4,a,O
D4,target,B-system
,,
D4,If,O
D4,you,O
D4,want,O
D4,to,O
D4,leave,O
D4,the,O
D4,exploit,B-function
D4,context,O
D4,and,O
D4,switch,O
D4,back,O
D4,to,O
D4,the,O
D4,msfconsole,B-tool
D4,you,O
D4,can,O
D4,use,O
D4,the,O
D4,back,B-function
D4,command,I-function
,,
D4,The,O
D4,back,B-function
D4,command,I-function
D4,will,O
D4,take,O
D4,us,O
D4,back,O
D4,to,O
D4,the,O
D4,msfconsole,B-tool
D4,in,O
D4,the,O
D4,general,O
D4,context,O
,,
D4,You,O
D4,can,O
D4,issue,O
D4,the,O
D4,use,B-function
D4,command,I-function
D4,again,O
D4,to,O
D4,switch,O
D4,to,O
D4,another,O
D4,Metasploit,B-tool
D4,module,B-function
,,
D4,The,O
D4,exit,B-function
D4,command,I-function
D4,will,O
D4,close,O
D4,the,O
D4,msfconsole,B-tool
D4,and,O
D4,will,O
D4,take,O
D4,you,O
D4,back,O
D4,to,O
D4,the,O
D4,Linux,B-system
D4,terminal,I-system
,,
D4,The,O
D4,help,B-function
D4,command,I-function
D4,will,O
D4,return,O
D4,a,O
D4,list,O
D4,of,O
D4,possible,O
D4,commands,B-function
D4,and,O
D4,a,O
D4,description,O
D4,when,O
D4,typed,O
D4,at,O
D4,the,O
D4,msfconsole,B-tool
,,
D4,When,O
D4,an,O
D4,active,O
D4,exploit,B-function
D4,is,O
D4,selected,O
D4,you,O
D4,can,O
D4,use,O
D4,the,O
D4,help,B-function
D4,command,I-function
D4,to,O
D4,get,O
D4,a,O
D4,list,O
D4,of,O
D4,exploit,B-function
D4,commands,I-function
,,
D4,When,O
D4,an,O
D4,exploit,B-function
D4,is,O
D4,selected,O
D4,with,O
D4,the,O
D4,use,B-function
D4,command,I-function
D4,you,O
D4,can,O
D4,retrieve,O
D4,information,B-data
D4,like,O
D4,the,O
D4,name,B-feature
D4,platform,B-app
D4,author,B-user
D4,available,O
D4,targets,B-system
D4,and,O
D4,a,O
D4,lot,O
D4,more,O
D4,by,O
D4,using,O
D4,the,O
D4,info,B-function
D4,command,I-function
,,
D4,you,O
D4,can,O
D4,use,O
D4,the,O
D4,info,B-data
D4,command,B-function
D4,on,O
D4,an,O
D4,exploit,B-technique
D4,named,O
D4,ie_execcommand_ua,B-vulnerability
,,
D4,Metasploit,B-tool
D4,contains,O
D4,over,O
D4,1500,O
D4,different,O
D4,exploits,B-technique
D4,and,O
D4,new,O
D4,ones,O
D4,are,O
D4,added,O
D4,regularly,O
,,
D4,With,O
D4,this,O
D4,number,O
D4,of,O
D4,exploits,B-function
D4,the,O
D4,search,B-function
D4,function,I-function
D4,and,O
D4,knowing,O
D4,how,O
D4,to,O
D4,use,O
D4,it,O
D4,becomes,O
D4,very,O
D4,important,O
,,
D4,The,O
D4,easiest,O
D4,way,O
D4,of,O
D4,using,O
D4,the,O
D4,search,B-function
D4,function,I-function
D4,is,O
D4,by,O
D4,issuing,O
D4,the,O
D4,command,B-function
D4,search,B-function
D4,followed,O
D4,by,O
D4,a,O
D4,search,O
D4,term,O
D4,for,O
D4,example,O
D4,flash,O
D4,to,O
D4,search,O
D4,for,O
D4,exploits,B-technique
D4,related,O
D4,to,O
D4,Flash,B-tool
D4,player,I-tool
,,
D4,by,O
D4,using,O
D4,the,O
D4,search,B-function
D4,command,I-function
D4,Metasploit,B-tool
D4,will,O
D4,search,O
D4,for,O
D4,the,O
D4,given,O
D4,search,O
D4,term,O
D4,in,O
D4,the,O
D4,module,B-function
D4,names,B-feature
D4,and,O
D4,description,B-feature
,,
D4,As,O
D4,expected,O
D4,there,O
D4,are,O
D4,a,O
D4,lot,O
D4,of,O
D4,exploits,B-technique
D4,related,O
D4,to,O
D4,the,O
D4,often,O
D4,vulnerable,B-vulnerability
D4,Flash,B-app
D4,player,I-app
D4,software,I-app
,,
D4,For,O
D4,example,O
D4,the,O
D4,list,O
D4,includes,O
D4,CVE-2015-5122,B-vulnerability
D4,Adobe,I-vulnerability
D4,Flash,I-vulnerability
D4,opaqueBackground,I-vulnerability
D4,Use,I-vulnerability
D4,After,I-vulnerability
D4,Free,I-vulnerability
D4,zero-day,I-vulnerability
D4,which,O
D4,was,O
D4,discovered,O
D4,in,O
D4,the,O
D4,Hacking,B-attacker
D4,Team,I-attacker
D4,data,B-attack
D4,breach,I-attack
,,
D4,You,O
D4,can,O
D4,use,O
D4,the,O
D4,search,B-function
D4,command,I-function
D4,with,O
D4,a,O
D4,keyword,O
D4,to,O
D4,search,O
D4,for,O
D4,a,O
D4,specific,O
D4,author,B-user
D4,an,O
D4,OSVDB,B-feature
D4,ID,I-feature
D4,or,O
D4,a,O
D4,platform,B-app
,,
D4,Now,O
D4,you,O
D4,will,O
D4,be,O
D4,looking,O
D4,at,O
D4,how,O
D4,to,O
D4,show,O
D4,the,O
D4,exploit,B-feature
D4,parameters,I-feature
D4,and,O
D4,change,O
D4,them,O
D4,with,O
D4,the,O
D4,set,B-function
D4,command,I-function
,,
D4,You,O
D4,will,O
D4,also,O
D4,be,O
D4,looking,O
D4,at,O
D4,how,O
D4,to,O
D4,show,O
D4,the,O
D4,payloads,B-data
D4,targets,B-system
D4,advanced,B-feature
D4,and,O
D4,evasion,B-technique
D4,options,O
,,
D4,The,O
D4,show,B-function
D4,options,I-function
D4,command,I-function
D4,will,O
D4,show,O
D4,you,O
D4,the,O
D4,available,O
D4,parameters,B-feature
D4,for,O
D4,an,O
D4,exploit,B-function
D4,if,O
D4,used,O
D4,when,O
D4,the,O
D4,command,B-tool
D4,line,I-tool
D4,is,O
D4,in,O
D4,exploit,B-function
D4,context,O
,,
D4,The,O
D4,Flash,B-vulnerability
D4,exploit,I-vulnerability
D4,contains,O
D4,a,O
D4,total,O
D4,of,O
D4,6,O
D4,options,O
D4,from,O
D4,which,O
D4,only,O
D4,2,O
D4,are,O
D4,required,O
,,
D4,Note,O
D4,that,O
D4,the,O
D4,show,B-function
D4,options,I-function
D4,command,I-function
D4,is,O
D4,returning,O
D4,the,O
D4,currently,O
D4,selected,O
D4,target,B-system
D4,below,O
D4,the,O
D4,module,B-function
D4,options,O
,,
