,Unnamed: 0,Unnamed: 0.1,sentence,tag,entity,relation
1519,1519,1519,source , system,"('source ', ' system')",has_a
1520,1520,1520,ports , feature,"('ports ', ' feature')",can_analyze
1521,1521,1521,transmitted packets , data ,"('transmitted packets ', ' data ')",
1522,1522,1522, ,blank, ,
1523,1523,1523,intrusion detection systems , tool  ,"('intrusion detection systems ', ' tool  ')",is_part_of
1524,1524,1524,intrusion prevention systems , tool  ,"('intrusion prevention systems ', ' tool  ')",
1525,1525,1525, ,blank, ,
1526,1526,1526,sniff , technique,"('sniff ', ' technique')",
1527,1527,1527,network , system,"('network ', ' system')",has_a
1528,1528,1528,IDS , tool,"('IDS ', ' tool')",has_a
1529,1529,1529,triggered packet responses , feature  ,"('triggered packet responses ', ' feature  ')",
1530,1530,1530, ,blank, ,
1531,1531,1531,IPS systems , tool ,"('IPS systems ', ' tool ')",can_analyze
1532,1532,1532,network , system,"('network ', ' system')",has_a
1533,1533,1533,packet flow , feature ,"('packet flow ', ' feature ')",can_analyze
1534,1534,1534,suspicious activity , vulnerability ,"('suspicious activity ', ' vulnerability ')",
1535,1535,1535,detected , technique,"('detected ', ' technique')",
1536,1536,1536, ,blank, ,
1537,1537,1537,IPS , tool,"('IPS ', ' tool')",has_a
1538,1538,1538,block , feature,"('block ', ' feature')",can_analyze
1539,1539,1539,traffic , data,"('traffic ', ' data')",
1540,1540,1540,IP address , feature ,"('IP address ', ' feature ')",
1541,1541,1541,port scanned , technique ,"('port scanned ', ' technique ')",can_detect
1542,1542,1542,buffer overflow exploit , attack  ,"('buffer overflow exploit ', ' attack  ')",
1543,1543,1543, ,blank, ,
1544,1544,1544,Attackers , attacker,"('Attackers ', ' attacker')",uses
1545,1545,1545,port scan , technique ,"('port scan ', ' technique ')",
1546,1546,1546,system , system,"('system ', ' system')",has_a
1547,1547,1547,open ports , feature ,"('open ports ', ' feature ')",
1548,1548,1548, ,blank, ,
1549,1549,1549,Attackers , attacker,"('Attackers ', ' attacker')",uses
1550,1550,1550,blocked , feature,"('blocked ', ' feature')",
1551,1551,1551,IP address , feature ,"('IP address ', ' feature ')",
1552,1552,1552, ,blank, ,
1553,1553,1553,Suspicious , vulnerability,"('Suspicious ', ' vulnerability')",
1554,1554,1554,response packets , data ,"('response packets ', ' data ')",
1555,1555,1555,IDS , tool,"('IDS ', ' tool')",has_a
1556,1556,1556,flagged , feature,"('flagged ', ' feature')",
1557,1557,1557,attacker�s , attacker,"('attacker�s ', ' attacker')",
1558,1558,1558, ,blank, ,
1559,1559,1559,IDSs , tool,"('IDSs ', ' tool')",can_analyze
1560,1560,1560,network , system,"('network ', ' system')",can_expose
1561,1561,1561,forge , vulnerability,"('forge ', ' vulnerability')",
1562,1562,1562,RST packets , data ,"('RST packets ', ' data ')",
1563,1563,1563,connections , feature,"('connections ', ' feature')",
1564,1564,1564, ,blank, ,
1565,1565,1565,packets , data,"('packets ', ' data')",can_expose
1566,1566,1566,forged , vulnerability,"('forged ', ' vulnerability')",
1567,1567,1567,Detecting , technique,"('Detecting ', ' technique')",can_detect
1568,1568,1568,Packet Forgery , attack ,"('Packet Forgery ', ' attack ')",
1569,1569,1569,Firewall , tool,"('Firewall ', ' tool')",is_part_of
1570,1570,1570,Intrusion Detection Systems , tool  ,"('Intrusion Detection Systems ', ' tool  ')",
1571,1571,1571, ,blank, ,
1572,1572,1572,Linux , system,"('Linux ', ' system')",
1573,1573,1573,iptables , app,"('iptables ', ' app')",
1574,1574,1574,system , system,"('system ', ' system')",uses
1575,1575,1575,packets , data,"('packets ', ' data')",
1576,1576,1576, ,blank, ,
1577,1577,1577,icmp-net-unreachable , feature,"('icmp-net-unreachable ', ' feature')",
1578,1578,1578,icmp-host-unreachable , feature,"('icmp-host-unreachable ', ' feature')",
1579,1579,1579,icmp-port-unreachable , feature,"('icmp-port-unreachable ', ' feature')",
1580,1580,1580,icmp-proto-unreachable , feature,"('icmp-proto-unreachable ', ' feature')",
1581,1581,1581,icmp-net-prohibited , feature,"('icmp-net-prohibited ', ' feature')",
1582,1582,1582,icmp-host-prohibited , feature,"('icmp-host-prohibited ', ' feature')",can_analyze
1583,1583,1583,ICMP error message , data  ,"('ICMP error message ', ' data  ')",
1584,1584,1584,port-unreachable , feature,"('port-unreachable ', ' feature')",
1585,1585,1585, ,blank, ,
1586,1586,1586,tcp-reset , feature,"('tcp-reset ', ' feature')",
1587,1587,1587,rules , function,"('rules ', ' function')",has_a
1588,1588,1588,TCP protocol , feature ,"('TCP protocol ', ' feature ')",
1589,1589,1589, ,blank, ,
1590,1590,1590,TCP RST packet , data  ,"('TCP RST packet ', ' data  ')",
1591,1591,1591, ,blank, ,
1592,1592,1592,blocking , feature,"('blocking ', ' feature')",
1593,1593,1593,ident 113/tcp , feature ,"('ident 113/tcp ', ' feature ')",
1594,1594,1594,probes , technique,"('probes ', ' technique')",
1595,1595,1595,broken , feature,"('broken ', ' feature')",can_analyze
1596,1596,1596,mail hosts , system ,"('mail hosts ', ' system ')",
1597,1597,1597, ,blank, ,
1598,1598,1598,Forging , attack,"('Forging ', ' attack')",can_harm
1599,1599,1599,RST packets , data ,"('RST packets ', ' data ')",
1600,1600,1600,firewalls , tool,"('firewalls ', ' tool')",is_part_of
1601,1601,1601,IDS , tool,"('IDS ', ' tool')",is_part_of
1602,1602,1602,IPS , tool,"('IPS ', ' tool')",has_a
1603,1603,1603,port 113 , feature ,"('port 113 ', ' feature ')",
1604,1604,1604, ,blank, ,
1605,1605,1605,legitimate , feature,"('legitimate ', ' feature')",
1606,1606,1606,network operators , securityTeam ,"('network operators ', ' securityTeam ')",uses
1607,1607,1607,scanners , tool,"('scanners ', ' tool')",has_a
1608,1608,1608,port , feature,"('port ', ' feature')",
1609,1609,1609,timeout , feature,"('timeout ', ' feature')",can_analyze
1610,1610,1610,dropped packets , data ,"('dropped packets ', ' data ')",
1611,1611,1611, ,blank, ,
1612,1612,1612,forgery , attack,"('forgery ', ' attack')",
1613,1613,1613,detected , technique,"('detected ', ' technique')",
1614,1614,1614,analysis , technique,"('analysis ', ' technique')",
1615,1615,1615,RST packet , data ,"('RST packet ', ' data ')",
1616,1616,1616,packets , data,"('packets ', ' data')",
1617,1617,1617,machine , system,"('machine ', ' system')",
1618,1618,1618, ,blank, ,
1619,1619,1619,iptables , app,"('iptables ', ' app')",
1620,1620,1620,rules , function,"('rules ', ' function')",
1621,1621,1621,firewall , tool,"('firewall ', ' tool')",can_analyze
1622,1622,1622,setup , system,"('setup ', ' system')",
1623,1623,1623, ,blank, ,
1624,1624,1624,detect , technique,"('detect ', ' technique')",has_a
1625,1625,1625,IDSs , tool,"('IDSs ', ' tool')",can_analyze
1626,1626,1626,suspicious , vulnerability,"('suspicious ', ' vulnerability')",
1627,1627,1627,machines , system,"('machines ', ' system')",has_a
1628,1628,1628,traceroutes , tool,"('traceroutes ', ' tool')",
1629,1629,1629, ,blank, ,
1630,1630,1630,operating systems , system ,"('operating systems ', ' system ')",has_a
1631,1631,1631,traceroute , tool,"('traceroute ', ' tool')",has_a
1632,1632,1632,command , function,"('command ', ' function')",
1633,1633,1633,Nmap , tool,"('Nmap ', ' tool')",is_part_of
1634,1634,1634,traceroute , tool,"('traceroute ', ' tool')",
1635,1635,1635, ,blank, ,
1636,1636,1636,detect , technique,"('detect ', ' technique')",
1637,1637,1637,inline , feature,"('inline ', ' feature')",is_part_of
1638,1638,1638,IDSs , tool,"('IDSs ', ' tool')",has_a
1639,1639,1639,passively , feature,"('passively ', ' feature')",
1640,1640,1640,sniff , technique,"('sniff ', ' technique')",
1641,1641,1641,network , system,"('network ', ' system')",
1642,1642,1642,route , function,"('route ', ' function')",
1643,1643,1643, ,blank, ,
1644,1644,1644,inspect , technique,"('inspect ', ' technique')",
1645,1645,1645,iptables , app,"('iptables ', ' app')",
1646,1646,1646,rules , function,"('rules ', ' function')",
1647,1647,1647,Nmap , tool,"('Nmap ', ' tool')",has_a
1648,1648,1648,ping , function,"('ping ', ' function')",
1649,1649,1649,commands , function,"('commands ', ' function')",can_analyze
1650,1650,1650,information , data,"('information ', ' data')",
1651,1651,1651, ,blank, ,
1652,1652,1652,detected , technique,"('detected ', ' technique')",has_a
1653,1653,1653,IDS , tool,"('IDS ', ' tool')",is_part_of
1654,1654,1654,snort , tool,"('snort ', ' tool')",
1655,1655,1655, ,blank, ,
1656,1656,1656,snort , tool,"('snort ', ' tool')",uses
1657,1657,1657,detect , technique,"('detect ', ' technique')",
1658,1658,1658,scanning , technique,"('scanning ', ' technique')",
1659,1659,1659,snort rules , function ,"('snort rules ', ' function ')",
1660,1660,1660, ,blank, ,
1661,1661,1661,configure , function,"('configure ', ' function')",
1662,1662,1662,scanning , technique,"('scanning ', ' technique')",
1663,1663,1663,parameters , feature,"('parameters ', ' feature')",
1664,1664,1664, ,blank, ,
1665,1665,1665,slow down , feature ,"('slow down ', ' feature ')",can_analyze
1666,1666,1666,DNS proxying , system ,"('DNS proxying ', ' system ')",
1667,1667,1667,deploy , function,"('deploy ', ' function')",can_analyze
1668,1668,1668,testing environment , system ,"('testing environment ', ' system ')",
1669,1669,1669, ,blank, ,
1670,1670,1670,rules , function,"('rules ', ' function')",
1671,1671,1671,snort , tool,"('snort ', ' tool')",has_a
1672,1672,1672,rules , function,"('rules ', ' function')",
1673,1673,1673, ,blank, ,
1674,1674,1674,Nmap , tool,"('Nmap ', ' tool')",uses
1675,1675,1675,scanning , technique,"('scanning ', ' technique')",has_a
1676,1676,1676,Nmap , tool,"('Nmap ', ' tool')",uses
1677,1677,1677,scanning , technique,"('scanning ', ' technique')",
1678,1678,1678,commands , function,"('commands ', ' function')",
1679,1679,1679,detected , technique,"('detected ', ' technique')",
1680,1680,1680,snort rules , function ,"('snort rules ', ' function ')",
1681,1681,1681, ,blank, ,
1682,1682,1682,Nmap , tool,"('Nmap ', ' tool')",has_a
1683,1683,1683,timing modes , feature ,"('timing modes ', ' feature ')",
1684,1684,1684, ,blank, ,
1685,1685,1685,paranoid option , feature ,"('paranoid option ', ' feature ')",is_part_of
1686,1686,1686,Nmap , tool,"('Nmap ', ' tool')",uses
1687,1687,1687,probe , technique,"('probe ', ' technique')",
1688,1688,1688, ,blank, ,
1689,1689,1689,scan , technique,"('scan ', ' technique')",
1690,1690,1690,detected , technique,"('detected ', ' technique')",
1691,1691,1691, ,blank, ,
1692,1692,1692,sneaky option , feature ,"('sneaky option ', ' feature ')",
1693,1693,1693,probes , technique,"('probes ', ' technique')",
1694,1694,1694, ,blank, ,
1695,1695,1695,probes , technique,"('probes ', ' technique')",
1696,1696,1696,networks , system,"('networks ', ' system')",
1697,1697,1697,scanning , technique,"('scanning ', ' technique')",
1698,1698,1698,hosts , system,"('hosts ', ' system')",
1699,1699,1699, ,blank, ,
1700,1700,1700,IP fragments , feature ,"('IP fragments ', ' feature ')",is_part_of
1701,1701,1701,intrusion detection systems , tool  ,"('intrusion detection systems ', ' tool  ')",
1702,1702,1702, ,blank, ,
1703,1703,1703,overlapping fragments , feature ,"('overlapping fragments ', ' feature ')",
1704,1704,1704,fragmentation assembly timeouts , feature  ,"('fragmentation assembly timeouts ', ' feature  ')",can_analyze
1705,1705,1705,platforms , system,"('platforms ', ' system')",
1706,1706,1706, ,blank, ,
1707,1707,1707,IDS , tool,"('IDS ', ' tool')",can_analyze
1708,1708,1708,remote system , system ,"('remote system ', ' system ')",uses
1709,1709,1709,packet , data,"('packet ', ' data')",
1710,1710,1710, ,blank, ,
1711,1711,1711,Nmap , tool,"('Nmap ', ' tool')",uses
1712,1712,1712,scan , technique,"('scan ', ' technique')",
1713,1713,1713,tiny IP fragments , feature  ,"('tiny IP fragments ', ' feature  ')",
1714,1714,1714, ,blank, ,
1715,1715,1715,Nmap , tool,"('Nmap ', ' tool')",can_analyze
1716,1716,1716,bytes , data,"('bytes ', ' data')",
1717,1717,1717,data , data,"('data ', ' data')",
1718,1718,1718,fragment , feature,"('fragment ', ' feature')",can_analyze
1719,1719,1719,byte , data,"('byte ', ' data')",
1720,1720,1720,TCP packet , data ,"('TCP packet ', ' data ')",
1721,1721,1721,tiny fragments , feature ,"('tiny fragments ', ' feature ')",
1722,1722,1722, ,blank, ,
1723,1723,1723,fragment , feature,"('fragment ', ' feature')",
1724,1724,1724,data size , feature ,"('data size ', ' feature ')",
1725,1725,1725, ,blank, ,
1726,1726,1726,Fragmentation , technique,"('Fragmentation ', ' technique')",has_a
1727,1727,1727,Nmap�s , tool,"('Nmap�s ', ' tool')",can_analyze
1728,1728,1728,raw packet , data ,"('raw packet ', ' data ')",
1729,1729,1729,TCP , feature,"('TCP ', ' feature')",
1730,1730,1730,UDP , feature,"('UDP ', ' feature')",
1731,1731,1731,port scans , technique ,"('port scans ', ' technique ')",
1732,1732,1732,connect scan , technique ,"('connect scan ', ' technique ')",
1733,1733,1733,FTP bounce scan , technique  ,"('FTP bounce scan ', ' technique  ')",
1734,1734,1734,OS detection , technique ,"('OS detection ', ' technique ')",
1735,1735,1735, ,blank, ,
1736,1736,1736,Features , feature,"('Features ', ' feature')",
1737,1737,1737,version detection , technique ,"('version detection ', ' technique ')",has_a
1738,1738,1738,Nmap Scripting Engine , tool  ,"('Nmap Scripting Engine ', ' tool  ')",uses
1739,1739,1739,fragmentation , technique,"('fragmentation ', ' technique')",
1740,1740,1740, ,blank, ,
1741,1741,1741,host�s , system,"('host�s ', ' system')",has_a
1742,1742,1742,TCP stack , feature ,"('TCP stack ', ' feature ')",can_analyze
1743,1743,1743,target services , app ,"('target services ', ' app ')",
1744,1744,1744, ,blank, ,
1745,1745,1745,Decoys , technique,"('Decoys ', ' technique')",
1746,1746,1746, ,blank, ,
1747,1747,1747,hosts , system,"('hosts ', ' system')",
1748,1748,1748, ,blank, ,
1749,1749,1749,decoys , technique,"('decoys ', ' technique')",
1750,1750,1750,source host , system ,"('source host ', ' system ')",
1751,1751,1751,scan , technique,"('scan ', ' technique')",
1752,1752,1752, ,blank, ,
1753,1753,1753,source , system,"('source ', ' system')",has_a
1754,1754,1754,IP , feature,"('IP ', ' feature')",is_part_of
1755,1755,1755,Nmap , tool,"('Nmap ', ' tool')",uses
1756,1756,1756,port scan , technique ,"('port scan ', ' technique ')",
1757,1757,1757,source , system,"('source ', ' system')",
1758,1758,1758, ,blank, ,
1759,1759,1759,Nmap , tool,"('Nmap ', ' tool')",can_analyze
1760,1760,1760,target , system,"('target ', ' system')",can_expose
1761,1761,1761,spoofed , vulnerability,"('spoofed ', ' vulnerability')",
1762,1762,1762,IP , feature,"('IP ', ' feature')",is_part_of
1763,1763,1763,Nmap , tool,"('Nmap ', ' tool')",has_a
1764,1764,1764,responses , feature,"('responses ', ' feature')",
1765,1765,1765, ,blank, ,
1766,1766,1766,IDS , tool,"('IDS ', ' tool')",has_a
1767,1767,1767,alarms , function,"('alarms ', ' function')",can_analyze
1768,1768,1768,target , system,"('target ', ' system')",can_expose
1769,1769,1769,spoofed , vulnerability,"('spoofed ', ' vulnerability')",
1770,1770,1770,scan , technique,"('scan ', ' technique')",
1771,1771,1771, ,blank, ,
1772,1772,1772,administrator�s , securityTeam,"('administrator�s ', ' securityTeam')",uses
1773,1773,1773,IDS , tool,"('IDS ', ' tool')",has_a
1774,1774,1774,accuracy , feature,"('accuracy ', ' feature')",
1775,1775,1775, ,blank, ,
1776,1776,1776,idle scan , technique ,"('idle scan ', ' technique ')",can_analyze
1777,1777,1777,spoofing , vulnerability,"('spoofing ', ' vulnerability')",
1778,1778,1778,source , system,"('source ', ' system')",has_a
1779,1779,1779,IP address , feature ,"('IP address ', ' feature ')",
1780,1780,1780,TCP port scan , technique  ,"('TCP port scan ', ' technique  ')",
1781,1781,1781, ,blank, ,
1782,1782,1782,IP identification field , feature  ,"('IP identification field ', ' feature  ')",can_analyze
1783,1783,1783,systems , system,"('systems ', ' system')",
1784,1784,1784, ,blank, ,
1785,1785,1785,Linux systems , system ,"('Linux systems ', ' system ')",
1786,1786,1786,idle scan attacks , attack  ,"('idle scan attacks ', ' attack  ')",
1787,1787,1787, ,blank, ,
1788,1788,1788,Nmap , tool,"('Nmap ', ' tool')",has_a
1789,1789,1789,reverse-DNS resolution , function ,"('reverse-DNS resolution ', ' function ')",has_a
1790,1790,1790,responsive , feature,"('responsive ', ' feature')",can_analyze
1791,1791,1791,host , system,"('host ', ' system')",
1792,1792,1792, ,blank, ,
1793,1793,1793,DNS lookup , function ,"('DNS lookup ', ' function ')",
1794,1794,1794,probes , technique,"('probes ', ' technique')",
1795,1795,1795,detected , technique,"('detected ', ' technique')",
1796,1796,1796,unintrusive , feature,"('unintrusive ', ' feature')",
1797,1797,1797,list scan , technique ,"('list scan ', ' technique ')",
1798,1798,1798,detected , technique,"('detected ', ' technique')",
1799,1799,1799, ,blank, ,
1800,1800,1800,probes , technique,"('probes ', ' technique')",
1801,1801,1801,DNS server , system ,"('DNS server ', ' system ')",
1802,1802,1802,configured , function,"('configured ', ' function')",can_analyze
1803,1803,1803,machine , system,"('machine ', ' system')",has_a
1804,1804,1804,Nmap , tool,"('Nmap ', ' tool')",
1805,1805,1805, ,blank, ,
1806,1806,1806,risk , feature,"('risk ', ' feature')",
1807,1807,1807,reverse DNS resolution , function  ,"('reverse DNS resolution ', ' function  ')",
1808,1808,1808, ,blank, ,
1809,1809,1809,name servers , system ,"('name servers ', ' system ')",
1810,1810,1810,dns servers , system ,"('dns servers ', ' system ')",has_a
1811,1811,1811,Nmap , tool,"('Nmap ', ' tool')",has_a
1812,1812,1812,DNS queries , function ,"('DNS queries ', ' function ')",can_analyze
1813,1813,1813,proxied , system,"('proxied ', ' system')",
1814,1814,1814, ,blank, ,
1815,1815,1815,scanning , technique,"('scanning ', ' technique')",can_analyze
1816,1816,1816,vulnerabilities , vulnerability,"('vulnerabilities ', ' vulnerability')",
1817,1817,1817,explore , technique,"('explore ', ' technique')",
1818,1818,1818, ,blank, ,
1819,1819,1819,Metasploit Framework msf , tool  ,"('Metasploit Framework msf ', ' tool  ')",has_a
1820,1820,1820,deploy , function,"('deploy ', ' function')",can_detect
1821,1821,1821,attacks , attack,"('attacks ', ' attack')",
1822,1822,1822, ,blank, ,
1823,1823,1823,service , app,"('service ', ' app')",has_a
1824,1824,1824,access , feature,"('access ', ' feature')",is_part_of
1825,1825,1825,command shell , tool ,"('command shell ', ' tool ')",can_analyze
1826,1826,1826,data , data,"('data ', ' data')",
1827,1827,1827,service , app,"('service ', ' app')",has_a
1828,1828,1828,parameters , feature,"('parameters ', ' feature')",
1829,1829,1829,steal , technique,"('steal ', ' technique')",
1830,1830,1830,critical , feature,"('critical ', ' feature')",can_analyze
1831,1831,1831,data , data,"('data ', ' data')",
1832,1832,1832,system configuration , feature ,"('system configuration ', ' feature ')",can_analyze
1833,1833,1833,setup , system,"('setup ', ' system')",
1834,1834,1834, ,blank, ,
1835,1835,1835,Metasploit Framework MSF , tool  ,"('Metasploit Framework MSF ', ' tool  ')",is_part_of
1836,1836,1836,command-line CLI , tool ,"('command-line CLI ', ' tool ')",uses
1837,1837,1837,penetration testing , technique ,"('penetration testing ', ' technique ')",
1838,1838,1838, ,blank, ,
1839,1839,1839,Metasploit , tool,"('Metasploit ', ' tool')",uses
1840,1840,1840,discover , technique,"('discover ', ' technique')",
1841,1841,1841,identify , technique,"('identify ', ' technique')",can_analyze
1842,1842,1842,system vulnerabilities , vulnerability ,"('system vulnerabilities ', ' vulnerability ')",
1843,1843,1843,Metasploitable 2 , system ,"('Metasploitable 2 ', ' system ')",
1844,1844,1844, ,blank, ,
1845,1845,1845,Metasploit Framework , tool ,"('Metasploit Framework ', ' tool ')",can_analyze
1846,1846,1846,vulnerability , vulnerability,"('vulnerability ', ' vulnerability')",
1847,1847,1847,exploitation packets , data ,"('exploitation packets ', ' data ')",
1848,1848,1848,vulnerability discovery , technique ,"('vulnerability discovery ', ' technique ')",
1849,1849,1849, ,blank, ,
1850,1850,1850,Metasploit Framework , tool ,"('Metasploit Framework ', ' tool ')",can_analyze
1851,1851,1851,vulnerable , vulnerability,"('vulnerable ', ' vulnerability')",
1852,1852,1852,system , system,"('system ', ' system')",
1853,1853,1853,Metasploitable2 , system,"('Metasploitable2 ', ' system')",
1854,1854,1854, ,blank, ,
1855,1855,1855,Metasploit , tool,"('Metasploit ', ' tool')",uses
1856,1856,1856,computer security , technique ,"('computer security ', ' technique ')",
1857,1857,1857,information , data,"('information ', ' data')",can_expose
1858,1858,1858,security vulnerabilities , vulnerability ,"('security vulnerabilities ', ' vulnerability ')",
1859,1859,1859,penetration testing , technique ,"('penetration testing ', ' technique ')",
1860,1860,1860,IDS signature development , technique  ,"('IDS signature development ', ' technique  ')",
1861,1861,1861, ,blank, ,
1862,1862,1862,security , technique,"('security ', ' technique')",
1863,1863,1863,Rapid7 , app,"('Rapid7 ', ' app')",
1864,1864,1864, ,blank, ,
1865,1865,1865,open-source , feature,"('open-source ', ' feature')",is_part_of
1866,1866,1866,Metasploit Framework , tool ,"('Metasploit Framework ', ' tool ')",is_part_of
1867,1867,1867,tool , tool,"('tool ', ' tool')",has_a
1868,1868,1868,exploit code , function ,"('exploit code ', ' function ')",can_analyze
1869,1869,1869,remote target machine , system  ,"('remote target machine ', ' system  ')",
1870,1870,1870, ,blank, ,
1871,1871,1871,Metasploit , tool,"('Metasploit ', ' tool')",uses
1872,1872,1872,anti-forensic , technique,"('anti-forensic ', ' technique')",
1873,1873,1873,evasion , technique,"('evasion ', ' technique')",has_a
1874,1874,1874,tools , tool,"('tools ', ' tool')",is_part_of
1875,1875,1875,Metasploit Framework , tool ,"('Metasploit Framework ', ' tool ')",
1876,1876,1876, ,blank, ,
1877,1877,1877,Metasploit , tool,"('Metasploit ', ' tool')",can_analyze
1878,1878,1878,Kali Linux operating system , system   ,"('Kali Linux operating system ', ' system   ')",
1879,1879,1879, ,blank, ,
1880,1880,1880,command-line , tool,"('command-line ', ' tool')",has_a
1881,1881,1881,version , feature,"('version ', ' feature')",is_part_of
1882,1882,1882,msfconsole , tool,"('msfconsole ', ' tool')",can_analyze
1883,1883,1883,Ubuntu Linux , system ,"('Ubuntu Linux ', ' system ')",
1884,1884,1884, ,blank, ,
1885,1885,1885,Metasploit framework , tool ,"('Metasploit framework ', ' tool ')",has_a
1886,1886,1886,exploits , function,"('exploits ', ' function')",can_analyze
1887,1887,1887,payloads , data,"('payloads ', ' data')",
1888,1888,1888,modules , function,"('modules ', ' function')",
1889,1889,1889,Ruby , tool,"('Ruby ', ' tool')",has_a
1890,1890,1890,classes , function,"('classes ', ' function')",
1891,1891,1891,plugin�s , tool,"('plugin�s ', ' tool')",has_a
1892,1892,1892,scripts , function,"('scripts ', ' function')",can_analyze
1893,1893,1893,user interfaces , app ,"('user interfaces ', ' app ')",
1894,1894,1894, ,blank, ,
1895,1895,1895,Metasploit framework , tool ,"('Metasploit framework ', ' tool ')",can_analyze
1896,1896,1896,information- , data,"('information- ', ' data')",
1897,1897,1897,tools , tool,"('tools ', ' tool')",is_part_of
1898,1898,1898,auxiliary modules , tool ,"('auxiliary modules ', ' tool ')",
1899,1899,1899, ,blank, ,
1900,1900,1900,Auxiliary modules , tool ,"('Auxiliary modules ', ' tool ')",uses
1901,1901,1901,port scanning , technique ,"('port scanning ', ' technique ')",
1902,1902,1902,service identification , technique ,"('service identification ', ' technique ')",
1903,1903,1903,password sniffing , technique ,"('password sniffing ', ' technique ')",
1904,1904,1904,Windows patch enumeration , technique  ,"('Windows patch enumeration ', ' technique  ')",
1905,1905,1905, ,blank, ,
1906,1906,1906,Metasploit , tool,"('Metasploit ', ' tool')",
1907,1907,1907,advanced users , user ,"('advanced users ', ' user ')",
1908,1908,1908,exploits , function,"('exploits ', ' function')",
1909,1909,1909,modules , tool,"('modules ', ' tool')",is_part_of
1910,1910,1910,plugins , tool,"('plugins ', ' tool')",has_a
1911,1911,1911,scripts , function,"('scripts ', ' function')",
1912,1912,1912, ,blank, ,
1913,1913,1913,Metasploit , tool,"('Metasploit ', ' tool')",can_analyze
1914,1914,1914,information , data,"('information ', ' data')",
1915,1915,1915,module , tool,"('module ', ' tool')",has_a
1916,1916,1916,default , function,"('default ', ' function')",
1917,1917,1917, ,blank, ,
1918,1918,1918,msfconsole , tool,"('msfconsole ', ' tool')",can_analyze
1919,1919,1919,user interface , app ,"('user interface ', ' app ')",
1920,1920,1920,interface , app,"('interface ', ' app')",
1921,1921,1921,external commands , function ,"('external commands ', ' function ')",
1922,1922,1922,ping command , function ,"('ping command ', ' function ')",
1923,1923,1923,tab auto-completion , function ,"('tab auto-completion ', ' function ')",
1924,1924,1924, ,blank, ,
1925,1925,1925,graphical user interface , app  ,"('graphical user interface ', ' app  ')",has_a
1926,1926,1926,Metasploit , tool,"('Metasploit ', ' tool')",can_analyze
1927,1927,1927,Armitage , app,"('Armitage ', ' app')",
1928,1928,1928, ,blank, ,
1929,1929,1929,Kali Linux , system ,"('Kali Linux ', ' system ')",has_a
1930,1930,1930,rolling edition , feature ,"('rolling edition ', ' feature ')",is_part_of
1931,1931,1931,Metasploit framework , tool ,"('Metasploit framework ', ' tool ')",is_part_of
1932,1932,1932,msfconsole , tool,"('msfconsole ', ' tool')",is_part_of
1933,1933,1933,Metasploit , tool,"('Metasploit ', ' tool')",can_analyze
1934,1934,1934,dock , app,"('dock ', ' app')",
1935,1935,1935, ,blank, ,
1936,1936,1936,PostgreSQL service , app ,"('PostgreSQL service ', ' app ')",
1937,1937,1937,Metasploit service , app ,"('Metasploit service ', ' app ')",
1938,1938,1938, ,blank, ,
1939,1939,1939,command , function,"('command ', ' function')",
1940,1940,1940,Metasploit , tool,"('Metasploit ', ' tool')",has_a
1941,1941,1941,installed , function,"('installed ', ' function')",can_analyze
1942,1942,1942,system , system,"('system ', ' system')",
1943,1943,1943, ,blank, ,
1944,1944,1944,Metasploit , tool,"('Metasploit ', ' tool')",has_a
1945,1945,1945,installed , function,"('installed ', ' function')",
1946,1946,1946,install , function,"('install ', ' function')",
1947,1947,1947,Metasploit , tool,"('Metasploit ', ' tool')",
1948,1948,1948, ,blank, ,
1949,1949,1949,use command , function ,"('use command ', ' function ')",
1950,1950,1950,Metasploit , tool,"('Metasploit ', ' tool')",has_a
1951,1951,1951,module , function,"('module ', ' function')",
1952,1952,1952,msfconsole , tool,"('msfconsole ', ' tool')",has_a
1953,1953,1953,module , function,"('module ', ' function')",
1954,1954,1954, ,blank, ,
1955,1955,1955,exploit , function,"('exploit ', ' function')",
1956,1956,1956,command line , tool ,"('command line ', ' tool ')",
1957,1957,1957, ,blank, ,
1958,1958,1958,command line�s , tool ,"('command line�s ', ' tool ')",has_a
1959,1959,1959,exploit , function,"('exploit ', ' function')",can_analyze
1960,1960,1960,realvnc_client , vulnerability,"('realvnc_client ', ' vulnerability')",
1961,1961,1961, ,blank, ,
1962,1962,1962,information , data,"('information ', ' data')",
1963,1963,1963,exploit , technique,"('exploit ', ' technique')",
1964,1964,1964,exploit parameters , function ,"('exploit parameters ', ' function ')",can_analyze
1965,1965,1965,target , system,"('target ', ' system')",
1966,1966,1966, ,blank, ,
1967,1967,1967,exploit , function,"('exploit ', ' function')",
1968,1968,1968,msfconsole , tool,"('msfconsole ', ' tool')",has_a
1969,1969,1969,back command , function ,"('back command ', ' function ')",
1970,1970,1970, ,blank, ,
1971,1971,1971,back command , function ,"('back command ', ' function ')",
1972,1972,1972,msfconsole , tool,"('msfconsole ', ' tool')",
1973,1973,1973, ,blank, ,
1974,1974,1974,use command , function ,"('use command ', ' function ')",
1975,1975,1975,Metasploit , tool,"('Metasploit ', ' tool')",has_a
1976,1976,1976,module , function,"('module ', ' function')",
1977,1977,1977, ,blank, ,
1978,1978,1978,exit command , function ,"('exit command ', ' function ')",
